test_id,timestamp,date,url,track,method,model_selector,model_observed,input_est_chars,hypothesis_match,windsurf_version,notes,approval_required,pagination_observed,output_chars,truncated,truncation_char_num,tokens_est,tools_used,tools_blocked,execution_attempts,cascade_reported_output_chars,cascade_reported_truncated,cascade_reported_truncation_point,cascade_reported_tokens_est,cascade_reported_file_size_bytes,cascade_reported_md5_checksum,cascade_reported_lines,cascade_reported_words,cascade_reported_code_blocks,cascade_reported_table_rows,cascade_reported_headers,verified_file_size_bytes,verified_md5_checksum,verified_total_lines,verified_total_words,verified_tokens,verified_chars_per_token,verified_code_blocks,verified_table_rows,verified_headers
SC-1,2026-04-11T20:04:27.631876,2026-04-11,https://ai.google.dev/gemini-api/docs/url-context,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,40960,"H1-indeterminate, H2-no, H3-partially, H4-untested, H5-yes",1.9600.41-pro,"4th run selects Claude Opus 4.6 with most granular breakdown, decomposed chunks 0-4 nav/sidebar, chunks 5-13 article content. Used ~4 chars/token heuristic, reports all sections appear complete, last 50 chars include Korean language link. Reports Markdown partially degraded, tool returns content as plain text with Markdown-like syntax, code examples duplicated as visible and hidden tabs content from HTML, structurally intact but not pristine Markdown. read_url_content doesn't return page body directly, returns chunk index with positions and summaries, DocumentId is used for view_content_chunk called 14x once per chunk to get actual text content, delivered as parsed/extracted text, not raw HTML, tool performs HTML-to-text conversion server-side, chunked architecture is mandatory.",yes,yes-auto,30400,no,,7700,,,,,,,,,,,,,,,,,,,,,,,
SC-1,2026-04-11T20:19:26.440421,2026-04-11,https://ai.google.dev/gemini-api/docs/url-context,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,40960,"H1-indeterminate, H2-no, H3-partially, H4-untested, H5-yes",1.9600.41-pro,"5th run selected Claude Sonnet 4.6, was the only run that used summary-guided selective retrieval, didn't fetch all chunks, only 10 out of 14 - 0, 5-13. Skipped chunks using empty summaries as signal they're nav/sidebar boilerplate. Est ~4 char/token heuristic, reports partial truncation, which reflects its own retrieval strategy, not the content itself, last chars includes Korean footer language link. Reports incomplete/degraded not rendered Markdown from read_url_content, code blocks embedded inline single-line strings rather than fenced, headers structured metadata MARKDOWN_NODE_TYPE_HEADER_1:...didn't use search_web, no single full page return.",yes,yes-auto,17706,yes,,5250,,,,,,,,,,,,,,,,,,,,,,,
SC-3,2026-04-11T23:12:18.386680,2026-04-11,https://en.wikipedia.org/wiki/List_of_countries_by_population,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,102400,"H1-indeterminate, H2-no, H3-indeterminate, H4-untested, H5-no",1.9600.41-pro,"1st run selects GPT-5.3-Codex, called read_url_context and only view_content_chunk once for position 58, didn't call search_web. Exact char not exposed directly by tool payload metadata. Used ~4 char/token heuristic. No obvious truncation, final chunk position 58 reaches expected footer/legal/nav tail. Output Markdown-like, not full HTML dump, no code blocks, consistent formatting, likely complete appears chunked with footer content. Parameters DocumentId and position. Suggests that pages with over 50 chunks less likely to get chunks read beyond the index.",no,no,105000,no,,26000,,,,,,,,,,,,,,,,,,,,,,,
SC-3,2026-04-11T23:20:58.856768,2026-04-11,https://en.wikipedia.org/wiki/List_of_countries_by_population,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,102400,"H1-indeterminate, H2-no, H3-indeterminate, H4-untested, H5-no",1.9600.41-pro,"2nd run selected Claude Sonnet 4.6 used read_url_content and view_content_chunk 2x for chunk positions 0, 58, didn't call search_web. Reports that ool doesn't expose a raw byte/char count, est chars based on sampling chunks avg 2k chars each, uses ~4 chars/token heuristic. Reports no truncation, cites Wikipedia nav boilerplate ending with footer, Markdown formatting complete, all links use [text](url) but no code blocks, response includes full document. Tool doesn't return single raw response, returns a chunk manifest, each chunk must be retrieved separately,tecture itself is a confound for this test methodology -- sounds like Cascade is starting to read the source code.",no,no,118000,no,,29500,,,,,,,,,,,,,,,,,,,,,,,
SC-3,2026-04-11T23:33:05.583967,2026-04-11,https://en.wikipedia.org/wiki/List_of_countries_by_population,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,102400,"H1-indeterminate, H2-no, H3-untested, H4-untested, H5-no",1.9600.41-pro,"3rd run selects Claude Opus 4.6 and similar to previous runs, uses distributed sampling to only call read_url_content once, call view_content_chunk x3 to read positions 0, 30, 58 with parameters document_id and position, returns chunk text with header metadata, didn't call search_web, which would have performed a web search query, not a direct URL fetch; truncation testing at the tool level is moot because the chunking layer prevents any single response from hitting a size ceiling; individual chunks themselves don't appear truncated within their boundaries. Content renders as Markdown with metadata headers: {type:MARKDOWN_NODE_TYPE_HEADER_1 test:...} links properly formatted, no code blocks, not raw HTML, tool converts Wikipedia HTML to Markdown before chunking. Architectural self-awareness substituting for retrieval effort, didn't seek out tables/columns, just midpoint position.",no,no,150000,no,,60000,,,,,,,,,,,,,,,,,,,,,,,
SC-3,2026-04-11T23:44:14.083691,2026-04-11,https://en.wikipedia.org/wiki/List_of_countries_by_population,interpreted,cascade-implicit,Hybrid Arena,SWE-1.6 Fast,102400,"H1-indeterminate, H2-indeterminate, H3-indeterminate, H4-untested, H5-no",1.9600.41-pro,"4th run selected SWE-1.6 and called real_url_content to get chunked structure with 59 positions, called view_content_chunk 3x for positions 1, 30, 58 to sample content. Didn't call search_web. Calls chunking deliberate design, not truncation, but chunking is a form of truncation, Cascade is clearly reading documentation in the project but just repeating phrases, not interrogating further, didn't even estimate total char or tokens, reports Markdown looks complete with links, proper syntax, indentation, reference citations, lists positions 0-20 nav, TOC; 3-13 main article content; 14-18 see also section; 19-23 explanatory notes; 24-58 references, footer, licensing, nav. No models have fetched the table content SC-3 designed to test.",no,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,
SC-3,2026-04-11T23:54:41.857890,2026-04-11,https://en.wikipedia.org/wiki/List_of_countries_by_population,interpreted,cascade-implicit,Hybrid Arena,Kimi K2.5,102400,"H1-indeterminate, H2-indeterminate, H3-untested, H4-untested, H5-no",1.9600.41-pro,"5th run selects Kimi K2.5 only model to count what it received rather than est full page, table content untested all runs, 2 chunks fetched, endpoint sampling. Called read_url_content once, called view_content_chunk 2x for positions 0, 58. Reported chunk index/summary ~2847 chars, position 0 chunk ~1943 chars, position 58 chunk ~1987 chars and used ~4 chars/token est heuristic. Reports yes to truncation as content is delivered via chunked interface. Markdown format complete and propertly formatted, no code blocks. Chunking approach appears designed for on-demand content retrieval, it is truncation from the perspective of what the user asked for. Headers metadata appeared in Kimi's reasoning, but not in the report, suggesting raw format is visible to the model, but filtered out during response construction, which raw track would confirm.",no,no,6777,yes,,1694,,,,,,,,,,,,,,,,,,,,,,,
SC-4,2026-04-12T11:07:41.022037,2026-04-12,https://www.markdownguide.org/basic-syntax/,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,30720,"H1-indeterminate, H2-indeterminate, H3-partially, H4-untested, H5-no",1.9600.41-pro,"1st run selected GPT-5.3-Codex did distributed/endpoint sampling, called read_url_content, called view_content_chunk x3, didn't call search_web. Initial response was index/summary with chunk positions, not the full page body. Used ~4 chars/token heuristic. Reports truncation reasons that chunk index 0..32 not full inline page content, but no obvious truncation in sampled chunks 0, 20, 32, appear internally complete, but last 50 chars look like a view_content_chunk string, not page content. Sampled chunk content structurally valid Markdown with fenced code blocks, full page retrievable via chunk pagination, but single first fetch isn't full doc, tool identifiers included MARKDOWN_NODE_TYPE_HEADER_1...3.",yes,no,4500,yes,,1125,,,,,,,,,,,,,,,,,,,,,,,
SC-4,2026-04-12T11:21:48.271603,2026-04-12,https://www.markdownguide.org/basic-syntax/,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,30720,"H1-yes, H2-partially, H3-partially, H4-untested, H5-yes",1.9600.41-pro,"2nd run selects Claude Sonnet 4.6 and uses readurl_content, view_content_chunk 33x in parallel, also collapsed multiple chunks, didn't call search_web, results exposed internal structure labels MARKDOWN_NODE_TYPE_HEADER_1...est 27900 chars across all positions, visible content ~24100, truncated within individual chunk output. Used ~4 chars/token heuristic. Truncation at positions 13, 17, 18, 25 truncation range est 38-1557 bytes, not missing chunks but system explicitly flagged them with Note that X bytes in this tool's output were truncated, underlying chunk data exists but wasn't fully surfaced. Partially complete Markdown, chunked delivery strips page structure, reassembles content with backtick code snippets. Disagreement with truncation may be a sampling artifact, not a genuine difference in what the tool returns.",yes,yes-auto,24100,yes,,6500,,,,,,,,,,,,,,,,,,,,,,,
SC-4,2026-04-12T13:30:38.377384,2026-04-12,https://www.markdownguide.org/basic-syntax/,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,30720,"H1-partially, H2-no, H3-yes, H4-untested, H5-yes",1.9600.41-pro,"4th run selects Claude Opus 4.6 calls read_url_content 1x, returns chunk summaries with positions, not raw content, then calls view_content_chunk x33 using DocumentId which returned one chunk with headers:{} and test: content, search_web not called. Reports no single-call way to get raw page content, model sees processed, chunked text, not the original HTML or Markdown source, chunk boundaries follow docs' heading hierarchy, content fidelity is good for text, poor for tables and multi-line formatting. Est char count less than prompt est because tool strips HTML and converts, usd ~4 chars/token heuristic. Reports no truncation all major sections present and no cutoff in individual chunks, but code examples flattened, tables strips; formatting is functional, but lossy, substantially complete, but not byte-by-byte-faithful as the tool pipeline applies semantic chunking and content transformation that alters the original structure.",yes,yes-auto,29000,no,,7000,,,,,,,,,,,,,,,,,,,,,,,
SC-4,2026-04-12T15:44:34.898745,2026-04-12,https://www.markdownguide.org/basic-syntax/,interpreted,cascade-implicit,Hybrid Arena,SWE-1.6 Fast,30720,"H1-yes, H2-no, H3-yes, H4-untested, H5-yes",1.9600.41-pro,"4th run selects SWE-1.6 successfully fetched, chunked, viewed chunks 33, doc structurally complete but has internal truncations ~3.7 KB primarily affecting code examples and lengthy text blocks, but last chunk appears complete. Used read_url_content, view_content_chunk with document_id, position parameters, truncation warnings with byte counts. Char est from 33 chunk counts, token est ~5 chars/token avg, reports truncation for positions 13(38), 17(1557), 18(620), 25(1521) bytes. Complete structure, but truncation occurs in long code blocks, example sections, appears overall incomplete in terms of inline content rather than cutting off entire sections.",yes,yes-auto,26500,yes,,5300,,,,,,,,,,,,,,,,,,,,,,,
SC-4,2026-04-12T15:51:50.970740,2026-04-12,https://www.markdownguide.org/basic-syntax/,interpreted,cascade-implicit,Hybrid Arena,Kimi K2.5,30720,"H1-indeterminate, H2-indeterminate, H3-indeterminate, H4-untested, H5-no",1.9600.41-pro,"5th run selects Kimi K2.5 and doesn't view all chunks, only samples first, mid, last chunks - positions 0, 15, 32. Didn't bother to estimate chars or tokens, but also doesn't report truncation, as document appears to be complete, and chunks appear to be available. Used read_url_content, view_content_chunk 3x, didn't use search_web. Tools return chunked index, not raw content, full metrics would require 33 individual calls decided not to. Prompt interpretation or reasoning about task requirements may matter as much as page size.",yes,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,
